#id	length	evalue	coverge	probability	score
TE_00009483_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	1e-139	98.4	0.99	458.3
TE_00009483_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	8.9e-21	100.0	0.92	67.7
TE_00009508_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	91	2e-15	98.9	0.93	50.7
TE_00009508_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	74	2.1e-19	100.0	0.92	63.5
TE_00009508_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	193	1e-70	100.0	0.97	231.0
TE_00009508_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	3.4e-113	100.0	0.99	370.7
TE_00009508_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.2e-61	100.0	0.98	198.7
TE_00009513_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	2.2e-39	100.0	0.95	128.0
TE_00009513_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	68	2.2e-16	81.3	0.97	53.9
TE_00009514_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	4.3e-14	100.0	0.94	46.5
TE_00009514_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	5.4e-21	100.0	0.98	68.6
TE_00009514_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	3.6e-69	100.0	0.98	226.0
TE_00009514_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	2.9e-111	100.0	0.99	364.3
TE_00009514_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.9e-60	100.0	0.99	196.2
TE_00009520_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	7.4e-33	100.0	0.98	107.3
TE_00009520_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.2e-20	100.0	0.99	67.2
TE_00009520_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	143	1.7e-39	71.0	0.86	129.0
TE_00009520_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	144	1.2e-42	43.5	0.96	139.4
TE_00009520_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	75	8.5e-23	96.1	0.94	74.2
TE_00009531_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	92	3.2e-28	96.8	0.98	91.4
TE_00009531_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.2e-28	100.0	0.99	92.7
TE_00009531_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	149	6.1e-54	72.0	0.99	176.2
TE_00009531_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	116	1.3e-37	43.6	0.97	123.1
TE_00009531_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	5.2e-51	100.0	1.0	165.5
TE_00009533_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	74	3e-35	39.7	0.97	115.0
TE_00009559_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	70	2.4e-09	70.0	0.94	31.2
TE_00009559_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	1.5e-18	100.0	0.93	60.8
TE_00009559_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	64	5.7e-12	32.0	0.88	39.3
TE_00009560_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	62	1.5e-17	50.8	0.98	57.5
TE_00009562_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	51	2.9e-25	26.0	0.97	82.7
TE_00009593_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	124	3.1e-58	71.7	0.98	190.0
TE_00009593_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.1e-64	100.0	1.0	210.6
TE_00009593_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	4.8e-147	100.0	0.99	482.3
TE_00009593_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	4.4e-19	98.7	0.9	62.3
TE_00009628_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.5e-27	100.0	0.97	88.5
TE_00009628_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	118	3.5e-38	43.6	0.96	125.0
TE_00009628_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	9.2e-53	100.0	0.99	171.2
TE_00009629_INT#LTR/unknown|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	94	2.9e-26	98.9	0.98	85.3
TE_00009646_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	37	1.1e-06	37.7	0.93	22.3
TE_00009659_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	198	3.1e-73	60.5	0.97	240.5
TE_00009667_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	119	1.3e-32	86.9	0.93	106.4
TE_00009692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	7e-33	100.0	0.96	107.4
TE_00009692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	3e-22	100.0	0.99	72.4
TE_00009692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.5e-89	100.0	1.0	292.0
TE_00009692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	143	6.4e-58	95.9	0.99	188.7
TE_00009692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	6.9e-151	100.0	1.0	494.9
TE_00009692_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	1.4e-17	97.4	0.92	57.5
TE_00009707_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	2.5e-15	100.0	0.97	50.4
TE_00009707_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	1.5e-24	97.2	0.98	80.0
TE_00009707_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	104	5.9e-40	54.1	0.99	130.6
TE_00009707_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	150	1.2e-72	56.4	0.98	237.8
TE_00009707_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	5.8e-41	100.0	0.91	133.2
TE_00009727_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	37	4.1e-11	29.8	0.97	36.7
TE_00009732_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	46	2.3e-09	62.7	0.98	31.4
TE_00009734_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	102	3e-36	79.3	0.97	117.8
TE_00009738_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	119	4.3e-38	99.2	0.98	123.8
TE_00009738_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	114	2.5e-16	34.4	0.9	53.6
TE_00009794_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	129	1.2e-45	100.0	0.98	148.2
TE_00009794_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	69	5.7e-21	88.0	0.98	68.6
TE_00009804_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	59	6.9e-06	54.4	0.88	20.2
TE_00009804_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	44	1.6e-07	57.7	0.9	25.4
TE_00009804_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	158	5.3e-35	87.1	0.86	114.5
TE_00009834_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	4e-24	100.0	0.96	79.1
TE_00009834_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.5e-23	100.0	1.0	75.9
TE_00009834_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	72	4.3e-23	37.6	0.94	75.6
TE_00009834_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	139	1.8e-55	91.7	0.98	180.8
TE_00009834_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	4.9e-23	97.4	0.96	74.9
TE_00009840_LTR#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	126	1.5e-68	100.0	1.0	222.2
TE_00009869_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	53	1.5e-08	22.4	0.88	28.2
TE_00009873_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	88	8.9e-21	22.5	0.94	68.2
TE_00009888_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	90	9e-34	100.0	0.99	109.5
TE_00009888_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	1.4e-29	100.0	1.0	95.3
TE_00009888_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	182	4e-79	69.5	0.94	258.5
TE_00009888_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	261	1.5e-140	100.0	1.0	460.7
TE_00009888_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	1.5e-69	100.0	1.0	225.4
TE_00009896_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RH	33	0.0001	20.5	0.93	15.8
TE_00009901_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	94	1.7e-23	96.8	0.96	76.5
TE_00009906_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	36	4.1e-05	40.3	0.94	17.3
TE_00009910_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	81	1.6e-19	97.5	0.97	64.0
TE_00009910_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	121	7.7e-37	99.2	0.97	119.8
TE_00009918_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	41	3e-06	32.0	0.9	21.0
TE_00009921_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	2.2e-24	100.0	1.0	79.5
TE_00009931_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	7.3e-18	100.0	0.91	58.6
TE_00009931_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	110	2.2e-34	54.6	0.99	112.5
TE_00009935_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	1.2e-28	100.0	1.0	92.2
TE_00009935_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	203	3.6e-110	100.0	1.0	359.9
TE_00009935_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	193	3.2e-87	66.4	0.98	285.9
TE_00009935_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	2.9e-72	100.0	1.0	234.1
TE_00009937_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	66	3.5e-14	31.0	0.93	46.5
TE_00009938_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	53	2.1e-12	42.1	0.96	40.9
TE_00009943_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	7.2e-30	100.0	0.99	96.6
TE_00009943_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	113	1.4e-38	43.2	0.97	126.3
TE_00009943_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.1e-55	100.0	1.0	179.7
TE_00009969_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	38	9.1e-10	29.8	0.96	32.4
TE_00009969_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	102	4.9e-41	31.2	0.97	134.7
TE_00009969_INT#LTR/Gypsy|Class_I/LINE:LINE-RT	157	2.7e-55	56.6	0.96	180.9
TE_00009972_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	99	8.2e-17	81.1	0.83	55.2
TE_00009972_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.2e-20	100.0	0.95	67.5
TE_00009972_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	43	2.5e-44	20.1	0.88	144.9
TE_00009972_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	121	7.7e-41	45.1	0.96	133.5
TE_00009972_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	92	1.5e-30	66.1	0.92	99.6
TE_00009975_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	2.3e-39	100.0	1.0	127.3
TE_00009993_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	1.6e-29	100.0	1.0	95.1
TE_00009993_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	203	7.8e-111	100.0	1.0	362.1
TE_00009993_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	87	1.8e-36	31.3	0.98	119.5
TE_00009993_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	8.7e-69	100.0	1.0	222.9
TE_00010007_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RT	72	1.2e-16	27.1	0.95	54.3
TE_00010007_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RH	79	7.2e-29	58.9	0.97	94.2
TE_00010010_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	8.2e-12	100.0	0.94	39.2
TE_00010010_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	7.3e-23	100.0	0.98	74.6
TE_00010010_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	73	1e-27	36.6	0.96	90.7
TE_00010010_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	174	1.6e-72	66.1	0.98	237.4
TE_00010010_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	6.8e-59	100.0	0.97	191.2
TE_00010017_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	8.9e-38	100.0	0.99	123.1
TE_00010017_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	6.5e-23	100.0	0.99	74.5
TE_00010017_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	2.8e-84	100.0	1.0	274.8
TE_00010017_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.1e-61	100.0	1.0	200.1
TE_00010017_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	157	6.1e-72	50.0	0.99	235.6
TE_00010017_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	69	1.6e-18	97.4	0.89	60.5
TE_00010031_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	9.4e-25	100.0	0.98	80.3
TE_00010031_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.9e-27	100.0	0.99	88.9
TE_00010031_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	1.6e-46	99.2	0.97	150.9
TE_00010049_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	37	4.2e-08	24.1	0.96	26.5
TE_00010065_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	5e-18	100.0	0.97	59.1
TE_00010065_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	9.3e-30	100.0	0.99	96.7
TE_00010065_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	102	2.3e-41	53.1	0.99	135.2
TE_00010065_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	75	7.3e-21	24.9	0.89	68.1
TE_00010065_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	5.3e-59	100.0	0.99	191.5
TE_00010070_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	46	2.4e-08	26.4	0.91	27.8
TE_00010076_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/TatII:Ty3-aRH	89	9.1e-20	69.4	0.94	64.5
TE_00010100_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	134	3.8e-46	67.0	0.99	150.8
TE_00010103_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	8.5e-17	100.0	0.91	55.2
TE_00010103_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	179	2.6e-55	88.7	0.95	180.7
TE_00010113_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	56	2.5e-09	69.0	0.9	31.2
TE_00010113_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	162	4.6e-57	79.9	0.98	186.5
TE_00010128_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	69	2.5e-20	87.0	0.94	66.0
TE_00010130_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	94	8e-23	95.7	0.96	74.3
TE_00010146_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	67	4.2e-18	84.0	0.98	59.4
TE_00010154_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	65	5.1e-18	50.0	0.95	59.0
TE_00010155_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	61	2e-18	41.4	0.94	60.2
TE_00010162_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	89	1.1e-10	100.0	0.91	35.6
TE_00010162_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	1.4e-24	100.0	0.98	80.1
TE_00010162_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	103	4.4e-39	50.5	0.97	127.8
TE_00010162_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	4.7e-109	99.6	0.98	357.1
TE_00010162_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.3e-57	100.0	0.99	185.7
TE_00010166_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	44	3.2e-06	49.4	0.89	21.4
TE_00010168_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	103	5.2e-17	100.0	0.94	55.8
TE_00010168_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	6.4e-23	100.0	0.96	74.8
TE_00010168_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	8e-83	100.0	0.98	270.5
TE_00010168_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	113	4e-44	44.4	0.98	144.3
TE_00010168_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	126	1.7e-56	100.0	0.98	183.4
TE_00010173_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	89	1e-34	98.9	0.98	112.5
TE_00010179_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	25	1.7e-09	28.6	0.93	31.3
TE_00010181_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	110	9.8e-31	35.7	0.98	100.9
TE_00010208_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	46	3.7e-06	63.3	0.58	21.0
TE_00010223_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	111	1.2e-26	92.3	0.94	87.3
TE_00010223_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1e-23	100.0	0.99	77.1
TE_00010223_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.1e-93	100.0	1.0	305.4
TE_00010223_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.2e-65	100.0	1.0	213.8
TE_00010223_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	262	8e-114	69.8	0.94	373.2
TE_00010223_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	1.4e-20	100.0	0.89	67.0
TE_00010227_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	133	2.4e-42	67.0	0.96	138.5
TE_00010231_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	2.6e-15	92.2	0.91	50.4
TE_00010231_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	1.7e-20	100.0	0.95	67.0
TE_00010231_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	69	3.8e-15	31.4	0.93	49.7
TE_00010232_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	84	1.3e-34	66.9	0.99	112.5
TE_00010235_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	1.3e-29	100.0	1.0	95.4
TE_00010235_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	203	3.7e-110	100.0	1.0	359.9
TE_00010235_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	5.7e-69	100.0	1.0	223.5
TE_00010236_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	45	2.8e-08	58.1	0.96	27.6
TE_00010253_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	125	1.3e-18	33.1	0.9	61.1
TE_00010272_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	66	1.9e-22	88.0	0.98	73.3
TE_00010281_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	62	1.1e-11	43.0	0.95	38.6
TE_00010296_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	57	3.1e-21	23.6	0.98	69.8
TE_00010301_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	113	2.8e-46	87.6	0.98	150.2
TE_00010307_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	2.8e-31	100.0	0.99	102.2
TE_00010307_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	5.8e-25	100.0	1.0	81.1
TE_00010307_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	211	2.4e-94	67.2	0.99	309.3
TE_00010307_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	8.6e-14	100.0	0.86	45.3
TE_00010337_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	4.8e-31	98.9	0.98	100.4
TE_00010337_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.2e-29	100.0	0.97	95.9
TE_00010337_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	1.8e-85	100.0	1.0	279.1
TE_00010337_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	7e-114	100.0	0.99	373.0
TE_00010337_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	82	2e-28	61.4	0.97	92.5
TE_00010354_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	70	1.1e-18	20.9	0.94	61.4
TE_00010391_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-GAG	90	3.6e-49	100.0	1.0	158.8
TE_00010391_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-PROT	74	3.3e-46	100.0	1.0	149.0
