#TE	Order	Superfamily	Clade	Complete	Strand	Domains
TE_00008620_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00008672_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00008713_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00008721_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00008759_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00008829_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00008906_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00009123_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00009162_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00009179_LTR#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00009257_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00009288_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00009312_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00009337_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00009350_INT#LTR/Copia	LTR	Gypsy	unknown	none	?	none
TE_00009431_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00009476_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00009586_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00009627_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00009655_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00009663_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00009718_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00009729_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00009853_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00009912_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00010039_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00010083_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00010095_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00010138_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00010239_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00010248_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00010293_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00010375_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00010377_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00010381_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00010440_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00010448_INT#LTR/Copia	LTR	Gypsy	unknown	none	?	none
TE_00010498_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00010587_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00010747_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00010748_INT#LTR/Gypsy	LTR	Copia	unknown	none	?	none
TE_00010858_INT#LTR/Copia	LTR	Gypsy	unknown	none	?	none
TE_00010900_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00010990_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00010991_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00011024_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00011058_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00011065_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00011145_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00011271_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00011284_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00011443_INT#LTR/Gypsy	LTR	Copia	unknown	none	?	none
TE_00011470_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00011566_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00011573_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00011587_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00011662_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00011710_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00011838_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00011849_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00011889_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00011995_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00012079_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00012224_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00012225_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00012275_INT#LTR/Copia	LTR	Gypsy	unknown	none	?	none
TE_00012328_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00012498_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00012506_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00012589_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00012742_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00012763_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00012818_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00012849_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00012935_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00013073_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00013125_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00013171_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00013265_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00013493_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00013500_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00013517_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00013653_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00013718_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00013784_INT#LTR/unknown	LTR	Gypsy	unknown	none	?	none
TE_00013856_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00013906_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00013916_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00014058_INT#LTR/Copia	LTR	Copia	unknown	none	?	none
TE_00014128_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00014154_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00014223_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00014235_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00014290_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00014298_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00014378_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00014406_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00014693_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00014764_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00014779_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00014906_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00014946_INT#LTR/unknown	LTR	Copia	unknown	none	?	none
TE_00015098_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00015240_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00015282_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00015291_INT#LTR/Gypsy	LTR	Copia	unknown	none	?	none
TE_00015313_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
TE_00015357_INT#LTR/Gypsy	LTR	Gypsy	unknown	none	?	none
