sample_id,sample_download_link,sample_tissue,sample_project_number,sample_description
SRR765137,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765137/SRR765137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765137/SRR765137_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A RNAseq"
SRR765138,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765138/SRR765138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765138/SRR765138_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A12 RNAseq"
SRR765139,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765139/SRR765139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765139/SRR765139_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A15 RNAseq"
SRR765140,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765140/SRR765140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765140/SRR765140_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A155 RNAseq"
SRR765141,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765141/SRR765141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765141/SRR765141_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A171 RNAseq"
SRR765142,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765142/SRR765142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765142/SRR765142_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A188 RNAseq"
SRR765143,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765143/SRR765143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765143/SRR765143_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A208 RNAseq"
SRR765144,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765144/SRR765144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765144/SRR765144_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A239 RNAseq"
SRR765145,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765145/SRR765145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765145/SRR765145_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A258 RNAseq"
SRR765146,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765146/SRR765146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765146/SRR765146_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A305 RNAseq"
SRR765147,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765147/SRR765147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765147/SRR765147_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A321 RNAseq"
SRR765148,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765148/SRR765148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765148/SRR765148_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A322 RNAseq"
SRR765149,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765149/SRR765149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765149/SRR765149_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A334 RNAseq"
SRR765150,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765150/SRR765150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765150/SRR765150_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A340 RNAseq"
SRR765151,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765151/SRR765151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765151/SRR765151_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A374 RNAseq"
SRR765152,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765152/SRR765152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765152/SRR765152_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A385 RNAseq"
SRR765153,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765153/SRR765153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765153/SRR765153_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A401 RNAseq"
SRR765154,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765154/SRR765154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765154/SRR765154_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A415-1-3_INBRED RNAseq"
SRR765155,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765155/SRR765155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765155/SRR765155_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A427 RNAseq"
SRR765156,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765156/SRR765156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765156/SRR765156_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A554 RNAseq"
SRR765157,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765157/SRR765157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765157/SRR765157_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A572 RNAseq"
SRR765158,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765158/SRR765158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765158/SRR765158_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A627 RNAseq"
SRR765159,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765159/SRR765159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765159/SRR765159_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A632 RNAseq"
SRR765160,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765160/SRR765160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765160/SRR765160_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A635 RNAseq"
SRR765161,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765161/SRR765161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765161/SRR765161_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A648 RNAseq"
SRR765162,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765162/SRR765162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765162/SRR765162_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A649 RNAseq"
SRR765163,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765163/SRR765163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765163/SRR765163_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A651 RNAseq"
SRR765164,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765164/SRR765164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765164/SRR765164_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A659 RNAseq"
SRR765165,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765165/SRR765165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765165/SRR765165_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A661 RNAseq"
SRR765166,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765166/SRR765166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765166/SRR765166_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A662 RNAseq"
SRR765167,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765167/SRR765167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765167/SRR765167_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A663 RNAseq"
SRR765168,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765168/SRR765168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765168/SRR765168_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A673 RNAseq"
SRR765169,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765169/SRR765169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765169/SRR765169_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A674 RNAseq"
SRR765170,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765170/SRR765170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765170/SRR765170_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A679 RNAseq"
SRR765171,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765171/SRR765171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765171/SRR765171_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A680 RNAseq"
SRR765172,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765172/SRR765172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765172/SRR765172_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A682 RNAseq"
SRR765173,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765173/SRR765173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765173/SRR765173_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A71 RNAseq"
SRR765174,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765174/SRR765174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765174/SRR765174_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A73 RNAseq"
SRR765175,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765175/SRR765175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765175/SRR765175_2.fastq.gz,mixed,PRJNA189400,"Zea mays, A797NW RNAseq"
SRR765176,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765176/SRR765176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765176/SRR765176_2.fastq.gz,mixed,PRJNA189400,"Zea mays, AR228 RNAseq"
SRR765177,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765177/SRR765177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765177/SRR765177_2.fastq.gz,mixed,PRJNA189400,"Zea mays, AS5707 RNAseq"
SRR765178,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765178/SRR765178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765178/SRR765178_2.fastq.gz,mixed,PRJNA189400,"Zea mays, AusTRCF_306238 RNAseq"
SRR765179,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765179/SRR765179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765179/SRR765179_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B-18_INBR.FR.SUPERGOLD RNAseq"
SRR765180,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765180/SRR765180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765180/SRR765180_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B-28 RNAseq"
SRR765181,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765181/SRR765181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765181/SRR765181_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B10 RNAseq"
SRR765182,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765182/SRR765182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765182/SRR765182_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B101 RNAseq"
SRR765183,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765183/SRR765183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765183/SRR765183_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B103 RNAseq"
SRR765184,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765184/SRR765184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765184/SRR765184_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B104 RNAseq"
SRR765185,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765185/SRR765185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765185/SRR765185_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B105 RNAseq"
SRR765186,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765186/SRR765186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765186/SRR765186_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B106 RNAseq"
SRR765187,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765187/SRR765187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765187/SRR765187_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B107 RNAseq"
SRR765188,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765188/SRR765188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765188/SRR765188_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B108 RNAseq"
SRR765189,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765189/SRR765189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765189/SRR765189_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B109 RNAseq"
SRR765190,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765190/SRR765190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765190/SRR765190_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B110 RNAseq"
SRR765191,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765191/SRR765191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765191/SRR765191_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B111 RNAseq"
SRR765192,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765192/SRR765192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765192/SRR765192_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B112 RNAseq"
SRR765193,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765193/SRR765193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765193/SRR765193_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B113 RNAseq"
SRR765194,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765194/SRR765194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765194/SRR765194_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B114 RNAseq"
SRR765195,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765195/SRR765195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765195/SRR765195_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B115 RNAseq"
SRR765196,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765196/SRR765196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765196/SRR765196_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B119 RNAseq"
SRR765197,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765197/SRR765197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765197/SRR765197_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B120 RNAseq"
SRR765198,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765198/SRR765198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765198/SRR765198_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B121 RNAseq"
SRR765199,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765199/SRR765199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765199/SRR765199_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B14 RNAseq"
SRR765200,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765200/SRR765200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765200/SRR765200_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B14A RNAseq"
SRR765201,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765201/SRR765201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765201/SRR765201_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B164 RNAseq"
SRR765202,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765202/SRR765202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765202/SRR765202_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B2 RNAseq"
SRR765203,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765203/SRR765203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765203/SRR765203_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B37 RNAseq"
SRR765204,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765204/SRR765204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765204/SRR765204_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B42 RNAseq"
SRR765205,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765205/SRR765205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765205/SRR765205_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B52 RNAseq"
SRR765206,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765206/SRR765206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765206/SRR765206_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B54 RNAseq"
SRR765207,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765207/SRR765207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765207/SRR765207_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B64 RNAseq"
SRR765208,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765208/SRR765208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765208/SRR765208_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B66 RNAseq"
SRR765209,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765209/SRR765209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765209/SRR765209_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B68 RNAseq"
SRR765210,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765210/SRR765210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765210/SRR765210_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B7 RNAseq"
SRR765211,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765211/SRR765211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765211/SRR765211_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B73 RNAseq"
SRR765212,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765212/SRR765212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765212/SRR765212_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B75 RNAseq"
SRR765213,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765213/SRR765213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765213/SRR765213_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B77 RNAseq"
SRR765214,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765214/SRR765214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765214/SRR765214_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B79 RNAseq"
SRR765215,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765215/SRR765215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765215/SRR765215_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B8 RNAseq"
SRR765216,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765216/SRR765216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765216/SRR765216_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B84 RNAseq"
SRR765217,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765217/SRR765217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765217/SRR765217_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B85 RNAseq"
SRR765218,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765218/SRR765218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765218/SRR765218_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B87 RNAseq"
SRR765219,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765219/SRR765219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765219/SRR765219_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B88 RNAseq"
SRR765220,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765220/SRR765220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765220/SRR765220_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B90 RNAseq"
SRR765221,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765221/SRR765221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765221/SRR765221_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B91 RNAseq"
SRR765222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765222/SRR765222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765222/SRR765222_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B97 RNAseq"
SRR765223,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765223/SRR765223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765223/SRR765223_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B98 RNAseq"
SRR765224,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765224/SRR765224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765224/SRR765224_2.fastq.gz,mixed,PRJNA189400,"Zea mays, B99 RNAseq"
SRR765225,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765225/SRR765225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765225/SRR765225_2.fastq.gz,mixed,PRJNA189400,"Zea mays, C102 RNAseq"
SRR765226,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765226/SRR765226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765226/SRR765226_2.fastq.gz,mixed,PRJNA189400,"Zea mays, C103 RNAseq"
SRR765227,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765227/SRR765227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765227/SRR765227_2.fastq.gz,mixed,PRJNA189400,"Zea mays, C123 RNAseq"
SRR765228,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765228/SRR765228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765228/SRR765228_2.fastq.gz,mixed,PRJNA189400,"Zea mays, C15 RNAseq"
SRR765229,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765229/SRR765229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765229/SRR765229_2.fastq.gz,mixed,PRJNA189400,"Zea mays, C42 RNAseq"
SRR765230,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765230/SRR765230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765230/SRR765230_2.fastq.gz,mixed,PRJNA189400,"Zea mays, C49A RNAseq"
SRR765231,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765231/SRR765231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765231/SRR765231_2.fastq.gz,mixed,PRJNA189400,"Zea mays, C68 RNAseq"
SRR765232,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765232/SRR765232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765232/SRR765232_2.fastq.gz,mixed,PRJNA189400,"Zea mays, CG10 RNAseq"
SRR765233,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765233/SRR765233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765233/SRR765233_2.fastq.gz,mixed,PRJNA189400,"Zea mays, CG106 RNAseq"
SRR765234,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765234/SRR765234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765234/SRR765234_2.fastq.gz,mixed,PRJNA189400,"Zea mays, CG108 RNAseq"
SRR765235,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765235/SRR765235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765235/SRR765235_2.fastq.gz,mixed,PRJNA189400,"Zea mays, CG65 RNAseq"
SRR765236,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765236/SRR765236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765236/SRR765236_2.fastq.gz,mixed,PRJNA189400,"Zea mays, CH157 RNAseq"
SRR765237,ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765237/SRR765237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR765/SRR765237/SRR765237_2.fastq.gz,mixed,PRJNA189400,"Zea mays, CH701-30 RNAseq"
